Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,San Mateo,2011,Female,71,370724,19.2,15,24.2,
Gonorrhea,San Mateo,2011,Male,164,358705,45.7,39,53.3,
Gonorrhea,San Mateo,2011,Total,235,729429,32.2,28.2,36.6,
Gonorrhea,San Mateo,2012,Female,64,376299,17,13.1,21.7,
Gonorrhea,San Mateo,2012,Male,198,364551,54.3,47,62.4,
Gonorrhea,San Mateo,2012,Total,262,740850,35.4,31.2,39.9,
Gonorrhea,San Mateo,2013,Female,86,380381,22.6,18.1,27.9,
Gonorrhea,San Mateo,2013,Male,243,368784,65.9,57.9,74.7,
Gonorrhea,San Mateo,2013,Total,329,749165,43.9,39.3,48.9,
Gonorrhea,San Mateo,2014,Female,92,384145,23.9,19.3,29.4,
Gonorrhea,San Mateo,2014,Male,264,372721,70.8,62.5,79.9,
Gonorrhea,San Mateo,2014,Total,356,756866,47,42.3,52.2,
Gonorrhea,San Mateo,2015,Female,128,387908,33,27.5,39.2,
Gonorrhea,San Mateo,2015,Male,411,376803,109.1,98.8,120.1,
Gonorrhea,San Mateo,2015,Total,539,764711,70.5,64.7,76.7,
Gonorrhea,San Mateo,2016,Female,137,389679,35.2,29.5,41.6,
Gonorrhea,San Mateo,2016,Male,479,378828,126.4,115.4,138.3,
Gonorrhea,San Mateo,2016,Total,617,768507,80.3,74.1,86.9,
Gonorrhea,San Mateo,2017,Female,195,391573,49.8,43.1,57.3,
Gonorrhea,San Mateo,2017,Male,622,381327,163.1,150.6,176.4,
Gonorrhea,San Mateo,2017,Total,817,772900,105.7,98.6,113.2,
Gonorrhea,Santa Barbara,2001,Female,33,201546,16.4,11.3,23,
Gonorrhea,Santa Barbara,2001,Male,56,201896,27.7,21,36,
Gonorrhea,Santa Barbara,2001,Total,89,403442,22.1,17.7,27.1,
Gonorrhea,Santa Barbara,2002,Female,31,202843,15.3,10.4,21.7,
Gonorrhea,Santa Barbara,2002,Male,42,203289,20.7,14.9,27.9,
Gonorrhea,Santa Barbara,2002,Total,73,406132,18,14.1,22.6,
Gonorrhea,Santa Barbara,2003,Female,38,204367,18.6,13.2,25.5,
Gonorrhea,Santa Barbara,2003,Male,40,205145,19.5,13.9,26.6,
Gonorrhea,Santa Barbara,2003,Total,78,409512,19,15.1,23.8,
Gonorrhea,Santa Barbara,2004,Female,26,205110,12.7,8.3,18.6,
Gonorrhea,Santa Barbara,2004,Male,45,206080,21.8,15.9,29.2,
Gonorrhea,Santa Barbara,2004,Total,71,411190,17.3,13.5,21.8,
Gonorrhea,Santa Barbara,2005,Female,53,205279,25.8,19.3,33.8,
Gonorrhea,Santa Barbara,2005,Male,64,206404,31,23.9,39.6,
Gonorrhea,Santa Barbara,2005,Total,117,411683,28.4,23.5,34.1,
Gonorrhea,Santa Barbara,2006,Female,40,205752,19.4,13.9,26.5,
Gonorrhea,Santa Barbara,2006,Male,45,207101,21.7,15.8,29.1,
Gonorrhea,Santa Barbara,2006,Total,85,412853,20.6,16.4,25.5,
Gonorrhea,Santa Barbara,2007,Female,34,207530,16.4,11.3,22.9,
Gonorrhea,Santa Barbara,2007,Male,45,209118,21.5,15.7,28.8,
Gonorrhea,Santa Barbara,2007,Total,79,416648,19,15,23.6,
Gonorrhea,Santa Barbara,2008,Female,38,209105,18.2,12.9,24.9,
Gonorrhea,Santa Barbara,2008,Male,52,210865,24.7,18.4,32.3,
Gonorrhea,Santa Barbara,2008,Total,90,419970,21.4,17.2,26.3,
Gonorrhea,Santa Barbara,2009,Female,20,210296,9.5,5.8,14.7,
Gonorrhea,Santa Barbara,2009,Male,41,212127,19.3,13.9,26.2,
Gonorrhea,Santa Barbara,2009,Total,61,422423,14.4,11,18.5,
Gonorrhea,Santa Barbara,2010,Female,22,210962,10.4,6.5,15.8,
Gonorrhea,Santa Barbara,2010,Male,44,212605,20.7,15,27.8,
Gonorrhea,Santa Barbara,2010,Total,66,423567,15.6,12.1,19.8,
Gonorrhea,Santa Barbara,2011,Female,54,211702,25.5,19.2,33.3,
Gonorrhea,Santa Barbara,2011,Male,50,213652,23.4,17.4,30.9,
Gonorrhea,Santa Barbara,2011,Total,104,425354,24.5,20,29.6,
Gonorrhea,Santa Barbara,2012,Female,84,213937,39.3,31.3,48.6,
Gonorrhea,Santa Barbara,2012,Male,86,216381,39.7,31.8,49.1,
Gonorrhea,Santa Barbara,2012,Total,170,430318,39.5,33.8,45.9,
Gonorrhea,Santa Barbara,2013,Female,63,216155,29.1,22.4,37.3,
Gonorrhea,Santa Barbara,2013,Male,58,219174,26.5,20.1,34.2,
Gonorrhea,Santa Barbara,2013,Total,121,435329,27.8,23.1,33.2,
Gonorrhea,Santa Barbara,2014,Female,89,218335,40.8,32.7,50.2,
Gonorrhea,Santa Barbara,2014,Male,114,221755,51.4,42.4,61.8,
Gonorrhea,Santa Barbara,2014,Total,203,440090,46.1,40,52.9,
Gonorrhea,Santa Barbara,2015,Female,130,220418,59,49.3,70,
Gonorrhea,Santa Barbara,2015,Male,206,224073,91.9,79.8,105.4,
Gonorrhea,Santa Barbara,2015,Total,336,444491,75.6,67.7,84.1,
Gonorrhea,Santa Barbara,2016,Female,153,221867,69,58.5,80.8,
Gonorrhea,Santa Barbara,2016,Male,170,225442,75.4,64.5,87.6,
Gonorrhea,Santa Barbara,2016,Total,323,447309,72.2,64.6,80.5,
Gonorrhea,Santa Barbara,2017,Female,156,223219,69.9,59.4,81.8,
Gonorrhea,Santa Barbara,2017,Male,221,226997,97.4,85,111.1,
Gonorrhea,Santa Barbara,2017,Total,378,450216,84,75.7,92.9,
Gonorrhea,Santa Clara,2001,Female,195,836732,23.3,20.1,26.8,
Gonorrhea,Santa Clara,2001,Male,350,856439,40.9,36.7,45.4,
Gonorrhea,Santa Clara,2001,Total,545,1693171,32.2,29.5,35,
Gonorrhea,Santa Clara,2002,Female,190,837293,22.7,19.6,26.2,
Gonorrhea,Santa Clara,2002,Male,299,855869,34.9,31.1,39.1,
Gonorrhea,Santa Clara,2002,Total,499,1693162,29.5,26.9,32.2,
Gonorrhea,Santa Clara,2003,Female,316,838473,37.7,33.6,42.1,
Gonorrhea,Santa Clara,2003,Male,406,855738,47.4,42.9,52.3,
Gonorrhea,Santa Clara,2003,Total,726,1694211,42.9,39.8,46.1,
Gonorrhea,Santa Clara,2004,Female,448,840509,53.3,48.5,58.5,
Gonorrhea,Santa Clara,2004,Male,592,856410,69.1,63.7,74.9,
Gonorrhea,Santa Clara,2004,Total,1040,1696919,61.3,57.6,65.1,
Gonorrhea,Santa Clara,2005,Female,430,842466,51,46.3,56.1,
Gonorrhea,Santa Clara,2005,Male,568,857055,66.3,60.9,72,
Gonorrhea,Santa Clara,2005,Total,999,1699521,58.8,55.2,62.5,
Gonorrhea,Santa Clara,2006,Female,478,850345,56.2,51.3,61.5,
Gonorrhea,Santa Clara,2006,Male,561,863494,65,59.7,70.6,
Gonorrhea,Santa Clara,2006,Total,1046,1713839,61,57.4,64.8,
Gonorrhea,Santa Clara,2007,Female,374,862263,43.4,39.1,48,
Gonorrhea,Santa Clara,2007,Male,497,874064,56.9,52,62.1,
Gonorrhea,Santa Clara,2007,Total,873,1736327,50.3,47,53.7,
Gonorrhea,Santa Clara,2008,Female,302,874428,34.5,30.8,38.7,
Gonorrhea,Santa Clara,2008,Male,396,885106,44.7,40.4,49.4,
Gonorrhea,Santa Clara,2008,Total,700,1759534,39.8,36.9,42.8,
Gonorrhea,Santa Clara,2009,Female,246,882602,27.9,24.5,31.6,
Gonorrhea,Santa Clara,2009,Male,311,892288,34.9,31.1,39,
Gonorrhea,Santa Clara,2009,Total,558,1774890,31.4,28.9,34.2,
Gonorrhea,Santa Clara,2010,Female,250,891658,28,24.7,31.7,
Gonorrhea,Santa Clara,2010,Male,344,898527,38.3,34.3,42.6,
Gonorrhea,Santa Clara,2010,Total,598,1790185,33.4,30.8,36.2,
Gonorrhea,Santa Clara,2011,Female,225,902486,24.9,21.8,28.4,
Gonorrhea,Santa Clara,2011,Male,402,911500,44.1,39.9,48.6,
Gonorrhea,Santa Clara,2011,Total,634,1813986,35,32.3,37.8,
Gonorrhea,Santa Clara,2012,Female,363,914927,39.7,35.7,44,
Gonorrhea,Santa Clara,2012,Male,616,925655,66.5,61.4,72,
Gonorrhea,Santa Clara,2012,Total,1001,1840582,54.4,51.1,57.9,
Gonorrhea,Santa Clara,2013,Female,426,927249,45.9,41.7,50.5,
Gonorrhea,Santa Clara,2013,Male,701,939587,74.6,69.2,80.3,
Gonorrhea,Santa Clara,2013,Total,1127,1866836,60.4,56.9,64,
Gonorrhea,Santa Clara,2014,Female,539,939185,57.4,52.6,62.4,
Gonorrhea,Santa Clara,2014,Male,969,953507,101.6,95.3,108.2,
Gonorrhea,Santa Clara,2014,Total,1508,1892692,79.7,75.7,83.8,
Gonorrhea,Santa Clara,2015,Female,613,951834,64.4,59.4,69.7,
Gonorrhea,Santa Clara,2015,Male,1168,966943,120.8,114,127.9,
Gonorrhea,Santa Clara,2015,Total,1784,1918777,93,88.7,97.4,
Gonorrhea,Santa Clara,2016,Female,601,958257,62.7,57.8,67.9,
Gonorrhea,Santa Clara,2016,Male,1347,974570,138.2,130.9,145.8,
Gonorrhea,Santa Clara,2016,Total,1949,1932827,100.8,96.4,105.4,
Gonorrhea,Santa Clara,2017,Female,738,963745,76.6,71.2,82.3,
Gonorrhea,Santa Clara,2017,Male,1725,981720,175.7,167.5,184.2,
Gonorrhea,Santa Clara,2017,Total,2463,1945465,126.6,121.7,131.7,
Gonorrhea,Santa Cruz,2001,Female,15,128410,11.7,6.5,19.3,
Gonorrhea,Santa Cruz,2001,Male,33,127756,25.8,17.8,36.3,
Gonorrhea,Santa Cruz,2001,Total,48,256166,18.7,13.8,24.8,
Gonorrhea,Santa Cruz,2002,Female,11,128115,8.6,4.3,15.4,*
Gonorrhea,Santa Cruz,2002,Male,22,127475,17.3,10.8,26.1,
Gonorrhea,Santa Cruz,2002,Total,33,255590,12.9,8.9,18.1,
Gonorrhea,Santa Cruz,2003,Female,35,127867,27.4,19.1,38.1,
Gonorrhea,Santa Cruz,2003,Male,30,127255,23.6,15.9,33.7,
Gonorrhea,Santa Cruz,2003,Total,65,255122,25.5,19.7,32.5,
Gonorrhea,Santa Cruz,2004,Female,29,127676,22.7,15.2,32.6,
Gonorrhea,Santa Cruz,2004,Male,47,127160,37,27.2,49.1,
Gonorrhea,Santa Cruz,2004,Total,76,254836,29.8,23.5,37.3,
Gonorrhea,Santa Cruz,2005,Female,49,127593,38.4,28.4,50.8,
Gonorrhea,Santa Cruz,2005,Male,62,127132,48.8,37.4,62.5,
Gonorrhea,Santa Cruz,2005,Total,112,254725,44,36.2,52.9,
Gonorrhea,Santa Cruz,2006,Female,26,127995,20.3,13.3,29.8,
Gonorrhea,Santa Cruz,2006,Male,39,127491,30.6,21.8,41.8,
Gonorrhea,Santa Cruz,2006,Total,67,255486,26.2,20.3,33.3,
Gonorrhea,Santa Cruz,2007,Female,36,129047,27.9,19.5,38.6,
Gonorrhea,Santa Cruz,2007,Male,50,128554,38.9,28.9,51.3,
Gonorrhea,Santa Cruz,2007,Total,87,257601,33.8,27.1,41.7,
Gonorrhea,Santa Cruz,2008,Female,29,130193,22.3,14.9,32,
Gonorrhea,Santa Cruz,2008,Male,29,129680,22.4,15,32.1,
Gonorrhea,Santa Cruz,2008,Total,61,259873,23.5,18,30.2,
Gonorrhea,Santa Cruz,2009,Female,22,131177,16.8,10.5,25.4,
Gonorrhea,Santa Cruz,2009,Male,34,130735,26,18,36.3,
Gonorrhea,Santa Cruz,2009,Total,56,261912,21.4,16.2,27.8,
Gonorrhea,Santa Cruz,2010,Female,16,131464,12.2,7,19.8,
Gonorrhea,Santa Cruz,2010,Male,29,130961,22.1,14.8,31.8,
Gonorrhea,Santa Cruz,2010,Total,47,262425,17.9,13.2,23.8,
Gonorrhea,Santa Cruz,2011,Female,38,132825,28.6,20.2,39.3,
Gonorrhea,Santa Cruz,2011,Male,43,132480,32.5,23.5,43.7,
Gonorrhea,Santa Cruz,2011,Total,81,265305,30.5,24.2,37.9,
Gonorrhea,Santa Cruz,2012,Female,47,133999,35.1,25.8,46.6,
Gonorrhea,Santa Cruz,2012,Male,53,133827,39.6,29.7,51.8,
Gonorrhea,Santa Cruz,2012,Total,100,267826,37.3,30.4,45.4,
Gonorrhea,Santa Cruz,2013,Female,64,135314,47.3,36.4,60.4,
Gonorrhea,Santa Cruz,2013,Male,70,135295,51.7,40.3,65.4,
Gonorrhea,Santa Cruz,2013,Total,134,270609,49.5,41.5,58.6,
Gonorrhea,Santa Cruz,2014,Female,59,135900,43.4,33.1,56,
Gonorrhea,Santa Cruz,2014,Male,117,135960,86.1,71.2,103.1,
Gonorrhea,Santa Cruz,2014,Total,176,271860,64.7,55.5,75,
Gonorrhea,Santa Cruz,2015,Female,71,137186,51.8,40.4,65.3,
Gonorrhea,Santa Cruz,2015,Male,110,137377,80.1,65.8,96.5,
Gonorrhea,Santa Cruz,2015,Total,181,274563,65.9,56.7,76.3,
Gonorrhea,Santa Cruz,2016,Female,99,137830,71.8,58.4,87.4,
Gonorrhea,Santa Cruz,2016,Male,152,137924,110.2,93.4,129.2,
Gonorrhea,Santa Cruz,2016,Total,251,275754,91,80.1,103,
Gonorrhea,Santa Cruz,2017,Female,131,138127,94.8,79.3,112.5,
Gonorrhea,Santa Cruz,2017,Male,190,138325,137.4,118.5,158.3,
Gonorrhea,Santa Cruz,2017,Total,321,276452,116.1,103.8,129.5,
Gonorrhea,Shasta,2001,Female,7,85413,8.2,3.3,16.9,*
Gonorrhea,Shasta,2001,Male,7,81621,8.6,3.4,17.7,*
Gonorrhea,Shasta,2001,Total,14,167034,8.4,4.6,14.1,
Gonorrhea,Shasta,2002,Female,28,86616,32.3,21.5,46.7,
Gonorrhea,Shasta,2002,Male,15,82962,18.1,10.1,29.8,
Gonorrhea,Shasta,2002,Total,43,169578,25.4,18.4,34.2,
Gonorrhea,Shasta,2003,Female,28,87754,31.9,21.2,46.1,
Gonorrhea,Shasta,2003,Male,13,84233,15.4,8.2,26.4,
Gonorrhea,Shasta,2003,Total,41,171987,23.8,17.1,32.3,
Gonorrhea,Shasta,2004,Female,47,88487,53.1,39,70.6,
Gonorrhea,Shasta,2004,Male,22,84982,25.9,16.2,39.2,
Gonorrhea,Shasta,2004,Total,69,173469,39.8,31,50.3,
Gonorrhea,Shasta,2005,Female,32,88842,36,24.6,50.8,
Gonorrhea,Shasta,2005,Male,14,85412,16.4,9,27.5,
Gonorrhea,Shasta,2005,Total,46,174254,26.4,19.3,35.2,
Gonorrhea,Shasta,2006,Female,22,89291,24.6,15.4,37.3,
Gonorrhea,Shasta,2006,Male,15,85947,17.5,9.8,28.8,
Gonorrhea,Shasta,2006,Total,37,175238,21.1,14.9,29.1,
Gonorrhea,Shasta,2007,Female,10,89554,11.2,5.4,20.5,*
Gonorrhea,Shasta,2007,Male,8,86295,9.3,4,18.3,*
Gonorrhea,Shasta,2007,Total,18,175849,10.2,6.1,16.2,
Gonorrhea,Shasta,2008,Female,14,89894,15.6,8.5,26.1,
Gonorrhea,Shasta,2008,Male,9,86735,10.4,4.7,19.7,*
Gonorrhea,Shasta,2008,Total,23,176629,13,8.3,19.5,
Gonorrhea,Shasta,2009,Female,42,89964,46.7,33.6,63.1,
Gonorrhea,Shasta,2009,Male,29,86917,33.4,22.3,47.9,
Gonorrhea,Shasta,2009,Total,71,176881,40.1,31.4,50.6,
Gonorrhea,Shasta,2010,Female,19,90059,21.1,12.7,32.9,
Gonorrhea,Shasta,2010,Male,17,87066,19.5,11.4,31.3,
Gonorrhea,Shasta,2010,Total,36,177125,20.3,14.2,28.1,
Gonorrhea,Shasta,2011,Female,20,90244,22.2,13.5,34.2,
Gonorrhea,Shasta,2011,Male,25,87120,28.7,18.6,42.4,
Gonorrhea,Shasta,2011,Total,45,177364,25.4,18.5,33.9,
Gonorrhea,Shasta,2012,Female,101,90425,111.7,91,135.7,
Gonorrhea,Shasta,2012,Male,74,87379,84.7,66.5,106.3,
Gonorrhea,Shasta,2012,Total,175,177804,98.4,84.4,114.1,
Gonorrhea,Shasta,2013,Female,125,90831,137.6,114.6,163.9,
Gonorrhea,Shasta,2013,Male,123,87706,140.2,116.6,167.3,
Gonorrhea,Shasta,2013,Total,248,178537,138.9,122.2,157.3,
Gonorrhea,Shasta,2014,Female,179,91078,196.5,168.8,227.5,
Gonorrhea,Shasta,2014,Male,199,87871,226.5,196.1,260.2,
Gonorrhea,Shasta,2014,Total,378,178949,211.2,190.5,233.6,
Gonorrhea,Shasta,2015,Female,196,90800,215.9,186.7,248.2,
Gonorrhea,Shasta,2015,Male,170,87565,194.1,166.1,225.6,
Gonorrhea,Shasta,2015,Total,366,178365,205.2,184.7,227.3,
Gonorrhea,Shasta,2016,Female,138,90416,152.6,128.2,180.3,
Gonorrhea,Shasta,2016,Male,146,87215,167.4,141.4,196.8,
Gonorrhea,Shasta,2016,Total,284,177631,159.9,141.8,179.6,
Gonorrhea,Shasta,2017,Female,96,90795,105.7,85.7,129.1,
Gonorrhea,Shasta,2017,Male,104,87706,118.6,96.9,143.7,
Gonorrhea,Shasta,2017,Total,200,178501,112,97.1,128.7,
Gonorrhea,Sierra,2001,Female,0,1772,0,0,208,#
Gonorrhea,Sierra,2001,Male,0,1815,0,0,203,#
Gonorrhea,Sierra,2001,Total,0,3587,0,0,102.8,#
Gonorrhea,Sierra,2002,Female,0,1759,0,0,209.5,#
Gonorrhea,Sierra,2002,Male,0,1805,0,0,204.2,#
Gonorrhea,Sierra,2002,Total,0,3564,0,0,103.5,#
Gonorrhea,Sierra,2003,Female,0,1750,0,0,210.6,#
Gonorrhea,Sierra,2003,Male,0,1795,0,0,205.3,#
Gonorrhea,Sierra,2003,Total,0,3545,0,0,104,#
Gonorrhea,Sierra,2004,Female,0,1711,0,0,215.4,#
Gonorrhea,Sierra,2004,Male,0,1756,0,0,209.9,#
Gonorrhea,Sierra,2004,Total,0,3467,0,0,106.3,#
Gonorrhea,Sierra,2005,Female,,1693,,,,s
Gonorrhea,Sierra,2005,Male,,1737,,,,s
Gonorrhea,Sierra,2005,Total,1,3430,29.2,0.7,162.3,*
Gonorrhea,Sierra,2006,Female,0,1689,0,0,218.2,#
Gonorrhea,Sierra,2006,Male,0,1735,0,0,212.4,#
Gonorrhea,Sierra,2006,Total,0,3424,0,0,107.7,#
Gonorrhea,Sierra,2007,Female,0,1648,0,0,223.6,#
Gonorrhea,Sierra,2007,Male,0,1696,0,0,217.3,#
Gonorrhea,Sierra,2007,Total,0,3344,0,0,110.3,#
Gonorrhea,Sierra,2008,Female,0,1617,0,0,227.9,#
Gonorrhea,Sierra,2008,Male,0,1667,0,0,221,#
Gonorrhea,Sierra,2008,Total,0,3284,0,0,112.3,#
Gonorrhea,Sierra,2009,Female,,1601,,,,s
Gonorrhea,Sierra,2009,Male,,1642,,,,s
Gonorrhea,Sierra,2009,Total,1,3243,30.8,0.8,171.7,*
Gonorrhea,Sierra,2010,Female,0,1590,0,0,231.7,#
Gonorrhea,Sierra,2010,Male,0,1643,0,0,224.3,#
Gonorrhea,Sierra,2010,Total,0,3233,0,0,114,#
Gonorrhea,Sierra,2011,Female,,1579,,,,s
Gonorrhea,Sierra,2011,Male,,1637,,,,s
Gonorrhea,Sierra,2011,Total,1,3216,31.1,0.8,173.1,*
Gonorrhea,Sierra,2012,Female,,1580,,,,s
Gonorrhea,Sierra,2012,Male,,1626,,,,s
Gonorrhea,Sierra,2012,Total,1,3206,31.2,0.8,173.7,*
Gonorrhea,Sierra,2013,Female,,1576,,,,s
Gonorrhea,Sierra,2013,Male,,1611,,,,s
Gonorrhea,Sierra,2013,Total,2,3187,62.8,7.6,226.5,*
Gonorrhea,Sierra,2014,Female,,1564,,,,s
Gonorrhea,Sierra,2014,Male,,1597,,,,s
Gonorrhea,Sierra,2014,Total,1,3161,31.6,0.8,176.1,*
Gonorrhea,Sierra,2015,Female,,1556,,,,s
Gonorrhea,Sierra,2015,Male,,1593,,,,s
Gonorrhea,Sierra,2015,Total,3,3149,95.3,19.7,278.2,*
Gonorrhea,Sierra,2016,Female,,1558,,,,s
Gonorrhea,Sierra,2016,Male,,1583,,,,s
Gonorrhea,Sierra,2016,Total,2,3141,63.7,7.7,229.8,*
Gonorrhea,Sierra,2017,Female,0,1557,0,0,236.6,#
Gonorrhea,Sierra,2017,Male,0,1576,0,0,233.8,#
Gonorrhea,Sierra,2017,Total,0,3133,0,0,117.7,#
Gonorrhea,Siskiyou,2001,Female,,22464,,,,s
Gonorrhea,Siskiyou,2001,Male,,21811,,,,s
Gonorrhea,Siskiyou,2001,Total,5,44275,11.3,3.7,26.4,*
Gonorrhea,Siskiyou,2002,Female,,22503,,,,s
Gonorrhea,Siskiyou,2002,Male,,21881,,,,s
Gonorrhea,Siskiyou,2002,Total,3,44384,6.8,1.4,19.8,*
Gonorrhea,Siskiyou,2003,Female,,22570,,,,s
Gonorrhea,Siskiyou,2003,Male,,22027,,,,s
Gonorrhea,Siskiyou,2003,Total,5,44597,11.2,3.6,26.2,*
Gonorrhea,Siskiyou,2004,Female,,22642,,,,s
Gonorrhea,Siskiyou,2004,Male,,22143,,,,s
Gonorrhea,Siskiyou,2004,Total,7,44785,15.6,6.3,32.2,*
Gonorrhea,Siskiyou,2005,Female,,22711,,,,s
Gonorrhea,Siskiyou,2005,Male,,22234,,,,s
Gonorrhea,Siskiyou,2005,Total,12,44945,26.7,13.8,46.6,
Gonorrhea,Siskiyou,2006,Female,,22677,,,,s
Gonorrhea,Siskiyou,2006,Male,,22214,,,,s
Gonorrhea,Siskiyou,2006,Total,10,44891,22.3,10.7,41,*
Gonorrhea,Siskiyou,2007,Female,0,22635,0,0,16.3,#
Gonorrhea,Siskiyou,2007,Male,0,22227,0,0,16.6,#
Gonorrhea,Siskiyou,2007,Total,0,44862,0,0,8.2,#
Gonorrhea,Siskiyou,2008,Female,0,22683,0,0,16.3,#
Gonorrhea,Siskiyou,2008,Male,0,22358,0,0,16.5,#
Gonorrhea,Siskiyou,2008,Total,0,45041,0,0,8.2,#
Gonorrhea,Siskiyou,2009,Female,,22589,,,,s
Gonorrhea,Siskiyou,2009,Male,,22361,,,,s
Gonorrhea,Siskiyou,2009,Total,13,44950,28.9,15.4,49.5,
Gonorrhea,Siskiyou,2010,Female,,22487,,,,s
Gonorrhea,Siskiyou,2010,Male,,22375,,,,s
Gonorrhea,Siskiyou,2010,Total,6,44862,13.4,4.9,29.1,*
Gonorrhea,Siskiyou,2011,Female,,22451,,,,s
Gonorrhea,Siskiyou,2011,Male,,22341,,,,s
Gonorrhea,Siskiyou,2011,Total,10,44792,22.3,10.7,41.1,*
Gonorrhea,Siskiyou,2012,Female,,22456,,,,s
Gonorrhea,Siskiyou,2012,Male,,22309,,,,s
Gonorrhea,Siskiyou,2012,Total,7,44765,15.6,6.3,32.2,*
Gonorrhea,Siskiyou,2013,Female,,22423,,,,s
Gonorrhea,Siskiyou,2013,Male,,22229,,,,s
Gonorrhea,Siskiyou,2013,Total,20,44652,44.8,27.4,69.2,
Gonorrhea,Siskiyou,2014,Female,14,22391,62.5,34.2,104.9,
Gonorrhea,Siskiyou,2014,Male,16,22216,72,41.2,116.9,
Gonorrhea,Siskiyou,2014,Total,30,44607,67.3,45.4,96,
Gonorrhea,Siskiyou,2015,Female,,22333,,,,s
Gonorrhea,Siskiyou,2015,Male,,22158,,,,s
Gonorrhea,Siskiyou,2015,Total,8,44491,18,7.8,35.4,*
Gonorrhea,Siskiyou,2016,Female,15,22281,67.3,37.7,111,
Gonorrhea,Siskiyou,2016,Male,16,22092,72.4,41.4,117.6,
Gonorrhea,Siskiyou,2016,Total,31,44373,69.9,47.5,99.1,
Gonorrhea,Siskiyou,2017,Female,15,22200,67.6,37.8,111.4,
Gonorrhea,Siskiyou,2017,Male,12,22039,54.4,28.1,95.1,
Gonorrhea,Siskiyou,2017,Total,27,44239,61,40.2,88.8,
Gonorrhea,Solano,2001,Female,119,200691,59.3,49.1,71,
Gonorrhea,Solano,2001,Male,102,202277,50.4,41.1,61.2,
Gonorrhea,Solano,2001,Total,222,402968,55.1,48.1,62.8,
Gonorrhea,Solano,2002,Female,151,202735,74.5,63.1,87.3,
Gonorrhea,Solano,2002,Male,127,204081,62.2,51.9,74,
Gonorrhea,Solano,2002,Total,278,406816,68.3,60.5,76.9,
Gonorrhea,Solano,2003,Female,130,203877,63.8,53.3,75.7,
Gonorrhea,Solano,2003,Male,120,205052,58.5,48.5,70,
Gonorrhea,Solano,2003,Total,250,408929,61.1,53.8,69.2,
Gonorrhea,Solano,2004,Female,179,205205,87.2,74.9,101,
Gonorrhea,Solano,2004,Male,118,206184,57.2,47.4,68.5,
Gonorrhea,Solano,2004,Total,297,411389,72.2,64.2,80.9,
Gonorrhea,Solano,2005,Female,234,204855,114.2,100.1,129.8,
Gonorrhea,Solano,2005,Male,174,205715,84.6,72.5,98.1,
Gonorrhea,Solano,2005,Total,408,410570,99.4,90,109.5,
Gonorrhea,Solano,2006,Female,216,205356,105.2,91.6,120.2,
Gonorrhea,Solano,2006,Male,137,205995,66.5,55.8,78.6,
Gonorrhea,Solano,2006,Total,353,411351,85.8,77.1,95.2,
Gonorrhea,Solano,2007,Female,197,206109,95.6,82.7,109.9,
Gonorrhea,Solano,2007,Male,144,206527,69.7,58.8,82.1,
Gonorrhea,Solano,2007,Total,341,412636,82.6,74.1,91.9,
Gonorrhea,Solano,2008,Female,193,206443,93.5,80.8,107.6,
Gonorrhea,Solano,2008,Male,118,206724,57.1,47.3,68.4,
Gonorrhea,Solano,2008,Total,311,413167,75.3,67.1,84.1,
Gonorrhea,Solano,2009,Female,160,206166,77.6,66.1,90.6,
Gonorrhea,Solano,2009,Male,160,206322,77.5,66,90.5,
Gonorrhea,Solano,2009,Total,320,412488,77.6,69.3,86.6,
Gonorrhea,Solano,2010,Female,250,206760,120.9,106.4,136.9,
Gonorrhea,Solano,2010,Male,187,205765,90.9,78.3,104.9,
Gonorrhea,Solano,2010,Total,437,412525,105.9,96.2,116.3,
Gonorrhea,Solano,2011,Female,158,207701,76.1,64.7,88.9,
Gonorrhea,Solano,2011,Male,108,206958,52.2,42.8,63,
Gonorrhea,Solano,2011,Total,266,414659,64.1,56.7,72.3,
Gonorrhea,Solano,2012,Female,204,209567,97.3,84.4,111.6,
Gonorrhea,Solano,2012,Male,153,207913,73.6,62.4,86.2,
Gonorrhea,Solano,2012,Total,357,417480,85.5,76.9,94.9,
Gonorrhea,Solano,2013,Female,211,211308,99.9,86.8,114.3,
Gonorrhea,Solano,2013,Male,205,209424,97.9,85,112.2,
Gonorrhea,Solano,2013,Total,416,420732,98.9,89.6,108.8,
Gonorrhea,Solano,2014,Female,272,213730,127.3,112.6,143.3,
Gonorrhea,Solano,2014,Male,313,211764,147.8,131.9,165.1,
Gonorrhea,Solano,2014,Total,585,425494,137.5,126.6,149.1,
Gonorrhea,Solano,2015,Female,320,215698,148.4,132.6,165.5,
Gonorrhea,Solano,2015,Male,365,213574,170.9,153.8,189.3,
Gonorrhea,Solano,2015,Total,686,429272,159.8,148.1,172.2,
Gonorrhea,Solano,2016,Female,320,217619,147,131.4,164.1,
Gonorrhea,Solano,2016,Male,382,215793,177,159.7,195.7,
Gonorrhea,Solano,2016,Total,702,433412,162,150.2,174.4,
Gonorrhea,Solano,2017,Female,339,219492,154.4,138.5,171.8,
Gonorrhea,Solano,2017,Male,455,217817,208.9,190.2,229,
Gonorrhea,Solano,2017,Total,795,437309,181.8,169.4,194.9,
Gonorrhea,Sonoma,2001,Female,18,236637,7.6,4.5,12,
