Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Early Syphilis,Sonoma,2006,Female,0,238835,0,0,1.5,#
Early Syphilis,Sonoma,2006,Male,9,231132,3.9,1.8,7.4,*
Early Syphilis,Sonoma,2006,Total,9,469967,1.9,0.9,3.6,*
Early Syphilis,Sonoma,2007,Female,1,240336,0.4,0,2.3,*
Early Syphilis,Sonoma,2007,Male,12,232651,5.2,2.7,9,
Early Syphilis,Sonoma,2007,Total,13,472987,2.7,1.5,4.7,
Early Syphilis,Sonoma,2008,Female,0,242159,0,0,1.5,#
Early Syphilis,Sonoma,2008,Male,9,234491,3.8,1.8,7.3,*
Early Syphilis,Sonoma,2008,Total,9,476650,1.9,0.9,3.6,*
Early Syphilis,Sonoma,2009,Female,0,243970,0,0,1.5,#
Early Syphilis,Sonoma,2009,Male,8,236628,3.4,1.5,6.7,*
Early Syphilis,Sonoma,2009,Total,8,480598,1.7,0.7,3.3,*
Early Syphilis,Sonoma,2010,Female,0,245773,0,0,1.5,#
Early Syphilis,Sonoma,2010,Male,14,237768,5.9,3.2,9.9,
Early Syphilis,Sonoma,2010,Total,14,483541,2.9,1.6,4.9,
Early Syphilis,Sonoma,2011,Female,1,247341,0.4,0,2.3,*
Early Syphilis,Sonoma,2011,Male,28,239372,11.7,7.8,16.9,
Early Syphilis,Sonoma,2011,Total,29,486713,6,4,8.6,
Early Syphilis,Sonoma,2012,Female,4,248785,1.6,0.4,4.1,*
Early Syphilis,Sonoma,2012,Male,46,240791,19.1,14,25.5,
Early Syphilis,Sonoma,2012,Total,50,489576,10.2,7.6,13.5,
Early Syphilis,Sonoma,2013,Female,4,251118,1.6,0.4,4.1,*
Early Syphilis,Sonoma,2013,Male,30,243246,12.3,8.3,17.6,
Early Syphilis,Sonoma,2013,Total,34,494364,6.9,4.8,9.6,
Early Syphilis,Sonoma,2014,Female,2,252950,0.8,0.1,2.9,*
Early Syphilis,Sonoma,2014,Male,41,245007,16.7,12,22.7,
Early Syphilis,Sonoma,2014,Total,43,497957,8.6,6.2,11.6,
Early Syphilis,Sonoma,2015,Female,6,254436,2.4,0.9,5.1,*
Early Syphilis,Sonoma,2015,Male,71,246483,28.8,22.5,36.3,
Early Syphilis,Sonoma,2015,Total,77,500919,15.4,12.1,19.2,
Early Syphilis,Sonoma,2016,Female,1,255524,0.4,0,2.2,*
Early Syphilis,Sonoma,2016,Male,62,247628,25,19.2,32.1,
Early Syphilis,Sonoma,2016,Total,63,503152,12.5,9.6,16,
Early Syphilis,Sonoma,2017,Female,15,255860,5.9,3.3,9.7,
Early Syphilis,Sonoma,2017,Male,102,248023,41.1,33.5,49.9,
Early Syphilis,Sonoma,2017,Total,117,503883,23.2,19.2,27.8,
Early Syphilis,Stanislaus,2001,Female,3,235061,1.3,0.3,3.7,*
Early Syphilis,Stanislaus,2001,Male,4,228067,1.8,0.5,4.5,*
Early Syphilis,Stanislaus,2001,Total,7,463128,1.5,0.6,3.1,*
Early Syphilis,Stanislaus,2002,Female,0,240286,0,0,1.5,#
Early Syphilis,Stanislaus,2002,Male,3,233294,1.3,0.3,3.8,*
Early Syphilis,Stanislaus,2002,Total,3,473580,0.6,0.1,1.9,*
Early Syphilis,Stanislaus,2003,Female,4,244919,1.6,0.4,4.2,*
Early Syphilis,Stanislaus,2003,Male,5,238088,2.1,0.7,4.9,*
Early Syphilis,Stanislaus,2003,Total,9,483007,1.9,0.9,3.5,*
Early Syphilis,Stanislaus,2004,Female,4,248433,1.6,0.4,4.1,*
Early Syphilis,Stanislaus,2004,Male,10,241850,4.1,2,7.6,*
Early Syphilis,Stanislaus,2004,Total,14,490283,2.9,1.6,4.8,
Early Syphilis,Stanislaus,2005,Female,3,252209,1.2,0.2,3.5,*
Early Syphilis,Stanislaus,2005,Male,6,245811,2.4,0.9,5.3,*
Early Syphilis,Stanislaus,2005,Total,9,498020,1.8,0.8,3.4,*
Early Syphilis,Stanislaus,2006,Female,1,254877,0.4,0,2.2,*
Early Syphilis,Stanislaus,2006,Male,6,248671,2.4,0.9,5.3,*
Early Syphilis,Stanislaus,2006,Total,7,503548,1.4,0.6,2.9,*
Early Syphilis,Stanislaus,2007,Female,2,257228,0.8,0.1,2.8,*
Early Syphilis,Stanislaus,2007,Male,6,251144,2.4,0.9,5.2,*
Early Syphilis,Stanislaus,2007,Total,8,508372,1.6,0.7,3.1,*
Early Syphilis,Stanislaus,2008,Female,3,258191,1.2,0.2,3.4,*
Early Syphilis,Stanislaus,2008,Male,5,252205,2,0.6,4.6,*
Early Syphilis,Stanislaus,2008,Total,8,510396,1.6,0.7,3.1,*
Early Syphilis,Stanislaus,2009,Female,3,258796,1.2,0.2,3.4,*
Early Syphilis,Stanislaus,2009,Male,17,253256,6.7,3.9,10.7,
Early Syphilis,Stanislaus,2009,Total,20,512052,3.9,2.4,6,
Early Syphilis,Stanislaus,2010,Female,3,260691,1.2,0.2,3.4,*
Early Syphilis,Stanislaus,2010,Male,34,255249,13.3,9.2,18.6,
Early Syphilis,Stanislaus,2010,Total,37,515940,7.2,5,9.9,
Early Syphilis,Stanislaus,2011,Female,2,262089,0.8,0.1,2.8,*
Early Syphilis,Stanislaus,2011,Male,36,256868,14,9.8,19.4,
Early Syphilis,Stanislaus,2011,Total,38,518957,7.3,5.2,10.1,
Early Syphilis,Stanislaus,2012,Female,2,264425,0.8,0.1,2.7,*
Early Syphilis,Stanislaus,2012,Male,45,259273,17.4,12.7,23.2,
Early Syphilis,Stanislaus,2012,Total,47,523698,9,6.6,11.9,
Early Syphilis,Stanislaus,2013,Female,12,266424,4.5,2.3,7.9,
Early Syphilis,Stanislaus,2013,Male,63,261308,24.1,18.5,30.8,
Early Syphilis,Stanislaus,2013,Total,75,527732,14.2,11.2,17.8,
Early Syphilis,Stanislaus,2014,Female,30,268286,11.2,7.5,16,
Early Syphilis,Stanislaus,2014,Male,71,263302,27,21.1,34,
Early Syphilis,Stanislaus,2014,Total,101,531588,19,15.5,23.1,
Early Syphilis,Stanislaus,2015,Female,35,271236,12.9,9,17.9,
Early Syphilis,Stanislaus,2015,Male,76,266372,28.5,22.5,35.7,
Early Syphilis,Stanislaus,2015,Total,111,537608,20.6,17,24.9,
Early Syphilis,Stanislaus,2016,Female,43,274124,15.7,11.4,21.1,
Early Syphilis,Stanislaus,2016,Male,87,269468,32.3,25.9,39.8,
Early Syphilis,Stanislaus,2016,Total,130,543592,23.9,20,28.4,
Early Syphilis,Stanislaus,2017,Female,54,278081,19.4,14.6,25.3,
Early Syphilis,Stanislaus,2017,Male,133,273476,48.6,40.7,57.6,
Early Syphilis,Stanislaus,2017,Total,187,551557,33.9,29.2,39.1,
Early Syphilis,Sutter,2001,Female,0,40526,0,0,9.1,#
Early Syphilis,Sutter,2001,Male,0,39714,0,0,9.3,#
Early Syphilis,Sutter,2001,Total,0,80240,0,0,4.6,#
Early Syphilis,Sutter,2002,Female,0,41367,0,0,8.9,#
Early Syphilis,Sutter,2002,Male,1,40569,2.5,0.1,13.7,*
Early Syphilis,Sutter,2002,Total,1,81936,1.2,0,6.8,*
Early Syphilis,Sutter,2003,Female,0,42455,0,0,8.7,#
Early Syphilis,Sutter,2003,Male,0,41653,0,0,8.9,#
Early Syphilis,Sutter,2003,Total,0,84108,0,0,4.4,#
Early Syphilis,Sutter,2004,Female,0,43461,0,0,8.5,#
Early Syphilis,Sutter,2004,Male,0,42631,0,0,8.7,#
Early Syphilis,Sutter,2004,Total,0,86092,0,0,4.3,#
Early Syphilis,Sutter,2005,Female,0,44456,0,0,8.3,#
Early Syphilis,Sutter,2005,Male,0,43650,0,0,8.5,#
Early Syphilis,Sutter,2005,Total,0,88106,0,0,4.2,#
Early Syphilis,Sutter,2006,Female,0,45699,0,0,8.1,#
Early Syphilis,Sutter,2006,Male,0,44929,0,0,8.2,#
Early Syphilis,Sutter,2006,Total,0,90628,0,0,4.1,#
Early Syphilis,Sutter,2007,Female,0,46629,0,0,7.9,#
Early Syphilis,Sutter,2007,Male,0,45873,0,0,8,#
Early Syphilis,Sutter,2007,Total,0,92502,0,0,4,#
Early Syphilis,Sutter,2008,Female,0,47099,0,0,7.8,#
Early Syphilis,Sutter,2008,Male,2,46366,4.3,0.5,15.6,*
Early Syphilis,Sutter,2008,Total,2,93465,2.1,0.3,7.7,*
Early Syphilis,Sutter,2009,Female,0,47546,0,0,7.8,#
Early Syphilis,Sutter,2009,Male,0,46826,0,0,7.9,#
Early Syphilis,Sutter,2009,Total,0,94372,0,0,3.9,#
Early Syphilis,Sutter,2010,Female,2,47773,4.2,0.5,15.1,*
Early Syphilis,Sutter,2010,Male,0,47086,0,0,7.8,#
Early Syphilis,Sutter,2010,Total,2,94859,2.1,0.3,7.6,*
Early Syphilis,Sutter,2011,Female,0,48018,0,0,7.7,#
Early Syphilis,Sutter,2011,Male,4,47440,8.4,2.3,21.6,*
Early Syphilis,Sutter,2011,Total,4,95458,4.2,1.1,10.7,*
Early Syphilis,Sutter,2012,Female,0,48286,0,0,7.6,#
Early Syphilis,Sutter,2012,Male,3,47762,6.3,1.3,18.4,*
Early Syphilis,Sutter,2012,Total,3,96048,3.1,0.6,9.1,*
Early Syphilis,Sutter,2013,Female,1,48530,2.1,0.1,11.5,*
Early Syphilis,Sutter,2013,Male,2,48010,4.2,0.5,15,*
Early Syphilis,Sutter,2013,Total,3,96540,3.1,0.6,9.1,*
Early Syphilis,Sutter,2014,Female,0,48756,0,0,7.6,#
Early Syphilis,Sutter,2014,Male,2,48346,4.1,0.5,14.9,*
Early Syphilis,Sutter,2014,Total,2,97102,2.1,0.2,7.4,*
Early Syphilis,Sutter,2015,Female,0,49015,0,0,7.5,#
Early Syphilis,Sutter,2015,Male,3,48602,6.2,1.3,18,*
Early Syphilis,Sutter,2015,Total,3,97617,3.1,0.6,9,*
Early Syphilis,Sutter,2016,Female,0,49300,0,0,7.5,#
Early Syphilis,Sutter,2016,Male,6,48908,12.3,4.5,26.7,*
Early Syphilis,Sutter,2016,Total,6,98208,6.1,2.2,13.3,*
Early Syphilis,Sutter,2017,Female,3,49518,6.1,1.2,17.7,*
Early Syphilis,Sutter,2017,Male,4,49202,8.1,2.2,20.8,*
Early Syphilis,Sutter,2017,Total,7,98720,7.1,2.9,14.6,*
Early Syphilis,Tehama,2001,Female,0,28540,0,0,12.9,#
Early Syphilis,Tehama,2001,Male,0,27925,0,0,13.2,#
Early Syphilis,Tehama,2001,Total,0,56465,0,0,6.5,#
Early Syphilis,Tehama,2002,Female,0,28910,0,0,12.8,#
Early Syphilis,Tehama,2002,Male,0,28371,0,0,13,#
Early Syphilis,Tehama,2002,Total,0,57281,0,0,6.4,#
Early Syphilis,Tehama,2003,Female,0,29459,0,0,12.5,#
Early Syphilis,Tehama,2003,Male,0,28956,0,0,12.7,#
Early Syphilis,Tehama,2003,Total,0,58415,0,0,6.3,#
Early Syphilis,Tehama,2004,Female,0,29977,0,0,12.3,#
Early Syphilis,Tehama,2004,Male,0,29516,0,0,12.5,#
Early Syphilis,Tehama,2004,Total,0,59493,0,0,6.2,#
Early Syphilis,Tehama,2005,Female,0,30447,0,0,12.1,#
Early Syphilis,Tehama,2005,Male,0,30014,0,0,12.3,#
Early Syphilis,Tehama,2005,Total,0,60461,0,0,6.1,#
Early Syphilis,Tehama,2006,Female,0,30951,0,0,11.9,#
Early Syphilis,Tehama,2006,Male,1,30591,3.3,0.1,18.2,*
Early Syphilis,Tehama,2006,Total,1,61542,1.6,0,9.1,*
Early Syphilis,Tehama,2007,Female,0,31175,0,0,11.8,#
Early Syphilis,Tehama,2007,Male,1,30836,3.2,0.1,18.1,*
Early Syphilis,Tehama,2007,Total,1,62011,1.6,0,9,*
Early Syphilis,Tehama,2008,Female,0,31514,0,0,11.7,#
Early Syphilis,Tehama,2008,Male,1,31206,3.2,0.1,17.9,*
Early Syphilis,Tehama,2008,Total,1,62720,1.6,0,8.9,*
Early Syphilis,Tehama,2009,Female,0,31697,0,0,11.6,#
Early Syphilis,Tehama,2009,Male,0,31425,0,0,11.7,#
Early Syphilis,Tehama,2009,Total,0,63122,0,0,5.8,#
Early Syphilis,Tehama,2010,Female,0,31872,0,0,11.6,#
Early Syphilis,Tehama,2010,Male,0,31633,0,0,11.7,#
Early Syphilis,Tehama,2010,Total,0,63505,0,0,5.8,#
Early Syphilis,Tehama,2011,Female,0,31958,0,0,11.5,#
Early Syphilis,Tehama,2011,Male,0,31663,0,0,11.7,#
Early Syphilis,Tehama,2011,Total,0,63621,0,0,5.8,#
Early Syphilis,Tehama,2012,Female,0,32012,0,0,11.5,#
Early Syphilis,Tehama,2012,Male,0,31699,0,0,11.6,#
Early Syphilis,Tehama,2012,Total,0,63711,0,0,5.8,#
Early Syphilis,Tehama,2013,Female,1,32033,3.1,0.1,17.4,*
Early Syphilis,Tehama,2013,Male,1,31698,3.2,0.1,17.6,*
Early Syphilis,Tehama,2013,Total,2,63731,3.1,0.4,11.3,*
Early Syphilis,Tehama,2014,Female,0,32114,0,0,11.5,#
Early Syphilis,Tehama,2014,Male,1,31733,3.2,0.1,17.6,*
Early Syphilis,Tehama,2014,Total,1,63847,1.6,0,8.7,*
Early Syphilis,Tehama,2015,Female,0,32205,0,0,11.5,#
Early Syphilis,Tehama,2015,Male,1,31772,3.1,0.1,17.5,*
Early Syphilis,Tehama,2015,Total,1,63977,1.6,0,8.7,*
Early Syphilis,Tehama,2016,Female,2,32317,6.2,0.7,22.4,*
Early Syphilis,Tehama,2016,Male,3,31841,9.4,1.9,27.5,*
Early Syphilis,Tehama,2016,Total,5,64158,7.8,2.5,18.2,*
Early Syphilis,Tehama,2017,Female,1,32407,3.1,0.1,17.2,*
Early Syphilis,Tehama,2017,Male,4,31887,12.5,3.4,32.1,*
Early Syphilis,Tehama,2017,Total,5,64294,7.8,2.5,18.1,*
Early Syphilis,Trinity,2001,Female,0,6327,0,0,58.3,#
Early Syphilis,Trinity,2001,Male,0,6636,0,0,55.6,#
Early Syphilis,Trinity,2001,Total,0,12963,0,0,28.5,#
Early Syphilis,Trinity,2002,Female,0,6408,0,0,57.6,#
Early Syphilis,Trinity,2002,Male,0,6751,0,0,54.6,#
Early Syphilis,Trinity,2002,Total,0,13159,0,0,28,#
Early Syphilis,Trinity,2003,Female,0,6516,0,0,56.6,#
Early Syphilis,Trinity,2003,Male,0,6872,0,0,53.7,#
Early Syphilis,Trinity,2003,Total,0,13388,0,0,27.6,#
Early Syphilis,Trinity,2004,Female,0,6574,0,0,56.1,#
Early Syphilis,Trinity,2004,Male,0,6945,0,0,53.1,#
Early Syphilis,Trinity,2004,Total,0,13519,0,0,27.3,#
Early Syphilis,Trinity,2005,Female,0,6697,0,0,55.1,#
Early Syphilis,Trinity,2005,Male,0,7092,0,0,52,#
Early Syphilis,Trinity,2005,Total,0,13789,0,0,26.7,#
Early Syphilis,Trinity,2006,Female,0,6718,0,0,54.9,#
Early Syphilis,Trinity,2006,Male,0,7105,0,0,51.9,#
Early Syphilis,Trinity,2006,Total,0,13823,0,0,26.7,#
Early Syphilis,Trinity,2007,Female,0,6689,0,0,55.1,#
Early Syphilis,Trinity,2007,Male,0,7098,0,0,52,#
Early Syphilis,Trinity,2007,Total,0,13787,0,0,26.8,#
Early Syphilis,Trinity,2008,Female,0,6646,0,0,55.5,#
Early Syphilis,Trinity,2008,Male,0,7084,0,0,52.1,#
Early Syphilis,Trinity,2008,Total,0,13730,0,0,26.9,#
Early Syphilis,Trinity,2009,Female,0,6670,0,0,55.3,#
Early Syphilis,Trinity,2009,Male,0,7101,0,0,51.9,#
Early Syphilis,Trinity,2009,Total,0,13771,0,0,26.8,#
Early Syphilis,Trinity,2010,Female,0,6673,0,0,55.3,#
Early Syphilis,Trinity,2010,Male,0,7106,0,0,51.9,#
Early Syphilis,Trinity,2010,Total,0,13779,0,0,26.8,#
Early Syphilis,Trinity,2011,Female,0,6672,0,0,55.3,#
Early Syphilis,Trinity,2011,Male,0,7061,0,0,52.2,#
Early Syphilis,Trinity,2011,Total,0,13733,0,0,26.9,#
Early Syphilis,Trinity,2012,Female,0,6673,0,0,55.3,#
Early Syphilis,Trinity,2012,Male,0,7031,0,0,52.5,#
Early Syphilis,Trinity,2012,Total,0,13704,0,0,26.9,#
Early Syphilis,Trinity,2013,Female,0,6661,0,0,55.4,#
Early Syphilis,Trinity,2013,Male,0,7006,0,0,52.6,#
Early Syphilis,Trinity,2013,Total,0,13667,0,0,27,#
Early Syphilis,Trinity,2014,Female,0,6635,0,0,55.6,#
Early Syphilis,Trinity,2014,Male,0,6978,0,0,52.9,#
Early Syphilis,Trinity,2014,Total,0,13613,0,0,27.1,#
Early Syphilis,Trinity,2015,Female,0,6616,0,0,55.7,#
Early Syphilis,Trinity,2015,Male,0,6946,0,0,53.1,#
Early Syphilis,Trinity,2015,Total,0,13562,0,0,27.2,#
Early Syphilis,Trinity,2016,Female,0,6592,0,0,55.9,#
Early Syphilis,Trinity,2016,Male,0,6900,0,0,53.4,#
Early Syphilis,Trinity,2016,Total,0,13492,0,0,27.3,#
Early Syphilis,Trinity,2017,Female,,6591,,,,s
Early Syphilis,Trinity,2017,Male,,6864,,,,s
Early Syphilis,Trinity,2017,Total,3,13455,22.3,4.6,65.1,*
Early Syphilis,Tulare,2001,Female,0,186935,0,0,2,#
Early Syphilis,Tulare,2001,Male,0,187217,0,0,2,#
Early Syphilis,Tulare,2001,Total,0,374152,0,0,1,#
Early Syphilis,Tulare,2002,Female,0,190521,0,0,1.9,#
Early Syphilis,Tulare,2002,Male,1,190673,0.5,0,2.9,*
Early Syphilis,Tulare,2002,Total,1,381194,0.3,0,1.5,*
Early Syphilis,Tulare,2003,Female,1,195203,0.5,0,2.9,*
Early Syphilis,Tulare,2003,Male,2,195167,1,0.1,3.7,*
Early Syphilis,Tulare,2003,Total,3,390370,0.8,0.2,2.2,*
Early Syphilis,Tulare,2004,Female,1,199964,0.5,0,2.8,*
Early Syphilis,Tulare,2004,Male,7,199949,3.5,1.4,7.2,*
Early Syphilis,Tulare,2004,Total,8,399913,2,0.9,3.9,*
Early Syphilis,Tulare,2005,Female,6,204140,2.9,1.1,6.4,*
Early Syphilis,Tulare,2005,Male,7,204263,3.4,1.4,7.1,*
Early Syphilis,Tulare,2005,Total,13,408403,3.2,1.7,5.4,
Early Syphilis,Tulare,2006,Female,8,207930,3.8,1.7,7.6,*
Early Syphilis,Tulare,2006,Male,9,208162,4.3,2,8.2,*
Early Syphilis,Tulare,2006,Total,17,416092,4.1,2.4,6.5,
Early Syphilis,Tulare,2007,Female,20,211625,9.5,5.8,14.6,
Early Syphilis,Tulare,2007,Male,15,211983,7.1,4,11.7,
Early Syphilis,Tulare,2007,Total,35,423608,8.3,5.8,11.5,
Early Syphilis,Tulare,2008,Female,30,215546,13.9,9.4,19.9,
Early Syphilis,Tulare,2008,Male,33,215925,15.3,10.5,21.5,
Early Syphilis,Tulare,2008,Total,63,431471,14.6,11.2,18.7,
Early Syphilis,Tulare,2009,Female,12,218918,5.5,2.8,9.6,
Early Syphilis,Tulare,2009,Male,22,219490,10,6.3,15.2,
Early Syphilis,Tulare,2009,Total,34,438408,7.8,5.4,10.8,
Early Syphilis,Tulare,2010,Female,2,220825,0.9,0.1,3.3,*
Early Syphilis,Tulare,2010,Male,16,221505,7.2,4.1,11.7,
Early Syphilis,Tulare,2010,Total,18,442330,4.1,2.4,6.4,
Early Syphilis,Tulare,2011,Female,3,223338,1.3,0.3,3.9,*
Early Syphilis,Tulare,2011,Male,19,224012,8.5,5.1,13.2,
Early Syphilis,Tulare,2011,Total,22,447350,4.9,3.1,7.4,
Early Syphilis,Tulare,2012,Female,3,225704,1.3,0.3,3.9,*
Early Syphilis,Tulare,2012,Male,19,226296,8.4,5.1,13.1,
Early Syphilis,Tulare,2012,Total,22,452000,4.9,3.1,7.4,
Early Syphilis,Tulare,2013,Female,5,227558,2.2,0.7,5.1,*
Early Syphilis,Tulare,2013,Male,18,228333,7.9,4.7,12.5,
Early Syphilis,Tulare,2013,Total,23,455891,5,3.2,7.6,
Early Syphilis,Tulare,2014,Female,8,229550,3.5,1.5,6.9,*
Early Syphilis,Tulare,2014,Male,34,230360,14.8,10.2,20.6,
Early Syphilis,Tulare,2014,Total,42,459910,9.1,6.6,12.3,
Early Syphilis,Tulare,2015,Female,11,231814,4.7,2.4,8.5,*
Early Syphilis,Tulare,2015,Male,40,232523,17.2,12.3,23.4,
Early Syphilis,Tulare,2015,Total,51,464337,11,8.2,14.4,
Early Syphilis,Tulare,2016,Female,25,233607,10.7,6.9,15.8,
Early Syphilis,Tulare,2016,Male,75,234353,32,25.2,40.1,
Early Syphilis,Tulare,2016,Total,100,467960,21.4,17.4,26,
Early Syphilis,Tulare,2017,Female,24,235832,10.2,6.5,15.1,
Early Syphilis,Tulare,2017,Male,47,236916,19.8,14.6,26.4,
Early Syphilis,Tulare,2017,Total,71,472748,15,11.7,18.9,
Early Syphilis,Tuolumne,2001,Female,0,26135,0,0,14.1,#
Early Syphilis,Tuolumne,2001,Male,0,29191,0,0,12.6,#
Early Syphilis,Tuolumne,2001,Total,0,55326,0,0,6.7,#
Early Syphilis,Tuolumne,2002,Female,0,26405,0,0,14,#
Early Syphilis,Tuolumne,2002,Male,0,29505,0,0,12.5,#
Early Syphilis,Tuolumne,2002,Total,0,55910,0,0,6.6,#
Early Syphilis,Tuolumne,2003,Female,0,26649,0,0,13.8,#
Early Syphilis,Tuolumne,2003,Male,1,29793,3.4,0.1,18.7,*
Early Syphilis,Tuolumne,2003,Total,1,56442,1.8,0,9.9,*
Early Syphilis,Tuolumne,2004,Female,0,26593,0,0,13.9,#
Early Syphilis,Tuolumne,2004,Male,1,29776,3.4,0.1,18.7,*
Early Syphilis,Tuolumne,2004,Total,1,56369,1.8,0,9.9,*
Early Syphilis,Tuolumne,2005,Female,0,26617,0,0,13.9,#
Early Syphilis,Tuolumne,2005,Male,0,29835,0,0,12.4,#
Early Syphilis,Tuolumne,2005,Total,0,56452,0,0,6.5,#
Early Syphilis,Tuolumne,2006,Female,0,26670,0,0,13.8,#
Early Syphilis,Tuolumne,2006,Male,0,29888,0,0,12.3,#
Early Syphilis,Tuolumne,2006,Total,0,56558,0,0,6.5,#
Early Syphilis,Tuolumne,2007,Female,0,26456,0,0,13.9,#
Early Syphilis,Tuolumne,2007,Male,1,29677,3.4,0.1,18.8,*
Early Syphilis,Tuolumne,2007,Total,1,56133,1.8,0,9.9,*
Early Syphilis,Tuolumne,2008,Female,1,26415,3.8,0.1,21.1,*
Early Syphilis,Tuolumne,2008,Male,0,29645,0,0,12.4,#
Early Syphilis,Tuolumne,2008,Total,1,56060,1.8,0,9.9,*
Early Syphilis,Tuolumne,2009,Female,0,25985,0,0,14.2,#
Early Syphilis,Tuolumne,2009,Male,0,29273,0,0,12.6,#
Early Syphilis,Tuolumne,2009,Total,0,55258,0,0,6.7,#
Early Syphilis,Tuolumne,2010,Female,0,26158,0,0,14.1,#
Early Syphilis,Tuolumne,2010,Male,0,29192,0,0,12.6,#
Early Syphilis,Tuolumne,2010,Total,0,55350,0,0,6.7,#
Early Syphilis,Tuolumne,2011,Female,0,26144,0,0,14.1,#
Early Syphilis,Tuolumne,2011,Male,1,29046,3.4,0.1,19.2,*
Early Syphilis,Tuolumne,2011,Total,1,55190,1.8,0,10.1,*
Early Syphilis,Tuolumne,2012,Female,0,26429,0,0,14,#
Early Syphilis,Tuolumne,2012,Male,0,28604,0,0,12.9,#
Early Syphilis,Tuolumne,2012,Total,0,55033,0,0,6.7,#
Early Syphilis,Tuolumne,2013,Female,1,26147,3.8,0.1,21.3,*
Early Syphilis,Tuolumne,2013,Male,1,28747,3.5,0.1,19.4,*
Early Syphilis,Tuolumne,2013,Total,2,54894,3.6,0.4,13.2,*
Early Syphilis,Tuolumne,2014,Female,3,26197,11.5,2.4,33.5,*
Early Syphilis,Tuolumne,2014,Male,4,28487,14,3.8,35.9,*
Early Syphilis,Tuolumne,2014,Total,7,54684,12.8,5.1,26.4,*
Early Syphilis,Tuolumne,2015,Female,0,26202,0,0,14.1,#
Early Syphilis,Tuolumne,2015,Male,5,28327,17.7,5.7,41.2,*
Early Syphilis,Tuolumne,2015,Total,5,54529,9.2,3,21.4,*
Early Syphilis,Tuolumne,2016,Female,4,26105,15.3,4.2,39.2,*
Early Syphilis,Tuolumne,2016,Male,10,28186,35.5,17,65.2,*
Early Syphilis,Tuolumne,2016,Total,14,54291,25.8,14.1,43.3,
Early Syphilis,Tuolumne,2017,Female,4,25962,15.4,4.2,39.4,*
Early Syphilis,Tuolumne,2017,Male,8,28074,28.5,12.3,56.1,*
Early Syphilis,Tuolumne,2017,Total,12,54036,22.2,11.5,38.8,
Early Syphilis,Ventura,2001,Female,1,385918,0.3,0,1.4,*
Early Syphilis,Ventura,2001,Male,3,383073,0.8,0.2,2.3,*
Early Syphilis,Ventura,2001,Total,4,768991,0.5,0.1,1.3,*
Early Syphilis,Ventura,2002,Female,0,391526,0,0,0.9,#
Early Syphilis,Ventura,2002,Male,5,388368,1.3,0.4,3,*
Early Syphilis,Ventura,2002,Total,5,779894,0.6,0.2,1.5,*
Early Syphilis,Ventura,2003,Female,2,396323,0.5,0.1,1.8,*
Early Syphilis,Ventura,2003,Male,4,393044,1,0.3,2.6,*
Early Syphilis,Ventura,2003,Total,7,789367,0.9,0.4,1.8,*
Early Syphilis,Ventura,2004,Female,1,399212,0.3,0,1.4,*
Early Syphilis,Ventura,2004,Male,9,395834,2.3,1,4.3,*
Early Syphilis,Ventura,2004,Total,10,795046,1.3,0.6,2.3,*
Early Syphilis,Ventura,2005,Female,2,400152,0.5,0.1,1.8,*
Early Syphilis,Ventura,2005,Male,9,396715,2.3,1,4.3,*
Early Syphilis,Ventura,2005,Total,11,796867,1.4,0.7,2.5,*
Early Syphilis,Ventura,2006,Female,3,402512,0.7,0.2,2.2,*
Early Syphilis,Ventura,2006,Male,17,398713,4.3,2.5,6.8,
Early Syphilis,Ventura,2006,Total,20,801225,2.5,1.5,3.9,
Early Syphilis,Ventura,2007,Female,6,404979,1.5,0.5,3.2,*
Early Syphilis,Ventura,2007,Male,21,400932,5.2,3.2,8,
Early Syphilis,Ventura,2007,Total,27,805911,3.4,2.2,4.9,
Early Syphilis,Ventura,2008,Female,1,408229,0.2,0,1.4,*
Early Syphilis,Ventura,2008,Male,21,403799,5.2,3.2,8,
Early Syphilis,Ventura,2008,Total,22,812028,2.7,1.7,4.1,
Early Syphilis,Ventura,2009,Female,0,411541,0,0,0.9,#
Early Syphilis,Ventura,2009,Male,26,407005,6.4,4.2,9.4,
Early Syphilis,Ventura,2009,Total,26,818546,3.2,2.1,4.7,
Early Syphilis,Ventura,2010,Female,2,414889,0.5,0.1,1.7,*
Early Syphilis,Ventura,2010,Male,26,409552,6.3,4.1,9.3,
Early Syphilis,Ventura,2010,Total,28,824441,3.4,2.3,4.9,
Early Syphilis,Ventura,2011,Female,3,418308,0.7,0.1,2.1,*
Early Syphilis,Ventura,2011,Male,19,413298,4.6,2.8,7.2,
Early Syphilis,Ventura,2011,Total,22,831606,2.6,1.7,4,
Early Syphilis,Ventura,2012,Female,2,420768,0.5,0.1,1.7,*
Early Syphilis,Ventura,2012,Male,23,416014,5.5,3.5,8.3,
Early Syphilis,Ventura,2012,Total,25,836782,3,1.9,4.4,
Early Syphilis,Ventura,2013,Female,3,423708,0.7,0.1,2.1,*
Early Syphilis,Ventura,2013,Male,28,419256,6.7,4.4,9.7,
Early Syphilis,Ventura,2013,Total,31,842964,3.7,2.5,5.2,
Early Syphilis,Ventura,2014,Female,0,426155,0,0,0.9,#
Early Syphilis,Ventura,2014,Male,71,421883,16.8,13.1,21.2,
